,,#,#,,,,#,#,#,,,,,,,,,,,#,,,,,,,,,,,,,,,,,#,#,,,,#,#,,,
,10118019,0,4,1,8,1,목걸이,재빠른 체질의 목걸이 I,Item_Name_10118019,0,1,1000,20900,6,15,1,100,1,necklace_0001,item_bg_grade_01,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5108014,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10128019,0,4,1,8,1,목걸이,재빠른 체질의 목걸이 II,Item_Name_10128019,0,2,1000,20900,6,15,1,100,1,necklace_0002,item_bg_grade_02,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5208014,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10138019,0,4,1,8,1,목걸이,재빠른 체질의 목걸이 III,Item_Name_10138019,0,3,1000,20900,6,15,1,100,1,necklace_0003,item_bg_grade_03,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5308014,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10118020,0,5,1,8,1,목걸이,재빠른 통솔력의 목걸이 I,Item_Name_10118020,0,1,1000,20900,6,15,1,100,1,necklace_0001,item_bg_grade_01,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5108015,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10128020,0,5,1,8,1,목걸이,재빠른 통솔력의 목걸이 II,Item_Name_10128020,0,2,1000,20900,6,15,1,100,1,necklace_0002,item_bg_grade_02,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5208015,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10138020,0,5,1,8,1,목걸이,재빠른 통솔력의 목걸이 III,Item_Name_10138020,0,3,1000,20900,6,15,1,100,1,necklace_0003,item_bg_grade_03,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5308015,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10118021,0,6,1,8,1,목걸이,치명적인 힘의 목걸이 I,Item_Name_10118021,0,1,1000,20900,6,15,1,100,1,necklace_0001,item_bg_grade_01,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5108011,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10128021,0,6,1,8,1,목걸이,치명적인 힘의 목걸이 II,Item_Name_10128021,0,2,1000,20900,6,15,1,100,1,necklace_0002,item_bg_grade_02,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5208011,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10138021,0,6,1,8,1,목걸이,치명적인 힘의 목걸이 III,Item_Name_10138021,0,3,1000,20900,6,15,1,100,1,necklace_0003,item_bg_grade_03,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5308011,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10118022,0,7,1,8,1,목걸이,치명적인 지혜의 목걸이 I,Item_Name_10118022,0,1,1000,20900,6,15,1,100,1,necklace_0001,item_bg_grade_01,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5108012,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10128022,0,7,1,8,1,목걸이,치명적인 지혜의 목걸이 II,Item_Name_10128022,0,2,1000,20900,6,15,1,100,1,necklace_0002,item_bg_grade_02,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5208012,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10138022,0,7,1,8,1,목걸이,치명적인 지혜의 목걸이 III,Item_Name_10138022,0,3,1000,20900,6,15,1,100,1,necklace_0003,item_bg_grade_03,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5308012,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10118023,0,8,1,8,1,목걸이,치명적인 기민성의 목걸이 I,Item_Name_10118023,0,1,1000,20900,6,15,1,100,1,necklace_0001,item_bg_grade_01,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5108013,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10128023,0,8,1,8,1,목걸이,치명적인 기민성의 목걸이 II,Item_Name_10128023,0,2,1000,20900,6,15,1,100,1,necklace_0002,item_bg_grade_02,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5208013,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10138023,0,8,1,8,1,목걸이,치명적인 기민성의 목걸이 III,Item_Name_10138023,0,3,1000,20900,6,15,1,100,1,necklace_0003,item_bg_grade_03,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5308013,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10118024,0,9,1,8,1,목걸이,치명적인 체질의 목걸이 I,Item_Name_10118024,0,1,1000,20900,6,15,1,100,1,necklace_0001,item_bg_grade_01,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5108014,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10128024,0,9,1,8,1,목걸이,치명적인 체질의 목걸이 II,Item_Name_10128024,0,2,1000,20900,6,15,1,100,1,necklace_0002,item_bg_grade_02,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5208014,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10138024,0,9,1,8,1,목걸이,치명적인 체질의 목걸이 III,Item_Name_10138024,0,3,1000,20900,6,15,1,100,1,necklace_0003,item_bg_grade_03,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5308014,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10118025,0,10,1,8,1,목걸이,치명적인 통솔력의 목걸이 I,Item_Name_10118025,0,1,1000,20900,6,15,1,100,1,necklace_0001,item_bg_grade_01,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5108015,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10128025,0,10,1,8,1,목걸이,치명적인 통솔력의 목걸이 II,Item_Name_10128025,0,2,1000,20900,6,15,1,100,1,necklace_0002,item_bg_grade_02,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5208015,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10138025,0,10,1,8,1,목걸이,치명적인 통솔력의 목걸이 III,Item_Name_10138025,0,3,1000,20900,6,15,1,100,1,necklace_0003,item_bg_grade_03,drop_accessory_necklace,drop_item_accessory,0,0,0,0,0,0,0,10,5308015,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10119017,0,1,1,9,1,반지,재빠른 힘의 반지 I,Item_Name_10119017,0,1,1000,20900,5,15,1,100,1,ring_0001,item_bg_grade_01,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5109011,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10129016,0,1,1,9,1,반지,재빠른 힘의 반지 II,Item_Name_10129016,0,2,1000,20900,5,15,1,100,1,ring_0002,item_bg_grade_02,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5209011,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10139016,0,1,1,9,1,반지,재빠른 힘의 반지 III,Item_Name_10139016,0,3,1000,20900,5,15,1,100,1,ring_0003,item_bg_grade_03,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5309011,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10119018,0,2,1,9,1,반지,재빠른 지혜의 반지 I,Item_Name_10119018,0,1,1000,20900,5,15,1,100,1,ring_0001,item_bg_grade_01,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5109012,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10129017,0,2,1,9,1,반지,재빠른 지혜의 반지 II,Item_Name_10129017,0,2,1000,20900,5,15,1,100,1,ring_0002,item_bg_grade_02,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5209012,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10139017,0,2,1,9,1,반지,재빠른 지혜의 반지 III,Item_Name_10139017,0,3,1000,20900,5,15,1,100,1,ring_0003,item_bg_grade_03,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5309012,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10119019,0,3,1,9,1,반지,재빠른 기민성의 반지 I,Item_Name_10119019,0,1,1000,20900,5,15,1,100,1,ring_0001,item_bg_grade_01,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5109013,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10129018,0,3,1,9,1,반지,재빠른 기민성의 반지 II,Item_Name_10129018,0,2,1000,20900,5,15,1,100,1,ring_0002,item_bg_grade_02,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5209013,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10139018,0,3,1,9,1,반지,재빠른 기민성의 반지 III,Item_Name_10139018,0,3,1000,20900,5,15,1,100,1,ring_0003,item_bg_grade_03,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5309013,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10119020,0,4,1,9,1,반지,재빠른 체질의 반지 I,Item_Name_10119020,0,1,1000,20900,5,15,1,100,1,ring_0001,item_bg_grade_01,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5109014,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10129019,0,4,1,9,1,반지,재빠른 체질의 반지 II,Item_Name_10129019,0,2,1000,20900,5,15,1,100,1,ring_0002,item_bg_grade_02,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5209014,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10139019,0,4,1,9,1,반지,재빠른 체질의 반지 III,Item_Name_10139019,0,3,1000,20900,5,15,1,100,1,ring_0003,item_bg_grade_03,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5309014,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10119021,0,5,1,9,1,반지,재빠른 통솔력의 반지 I,Item_Name_10119021,0,1,1000,20900,5,15,1,100,1,ring_0001,item_bg_grade_01,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5109015,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10129020,0,5,1,9,1,반지,재빠른 통솔력의 반지 II,Item_Name_10129020,0,2,1000,20900,5,15,1,100,1,ring_0002,item_bg_grade_02,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5209015,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10139020,0,5,1,9,1,반지,재빠른 통솔력의 반지 III,Item_Name_10139020,0,3,1000,20900,5,15,1,100,1,ring_0003,item_bg_grade_03,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5309015,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10119022,0,6,1,9,1,반지,치명적인 힘의 반지 I,Item_Name_10119022,0,1,1000,20900,5,15,1,100,1,ring_0001,item_bg_grade_01,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5109011,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10129021,0,6,1,9,1,반지,치명적인 힘의 반지 II,Item_Name_10129021,0,2,1000,20900,5,15,1,100,1,ring_0002,item_bg_grade_02,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5209011,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10139021,0,6,1,9,1,반지,치명적인 힘의 반지 III,Item_Name_10139021,0,3,1000,20900,5,15,1,100,1,ring_0003,item_bg_grade_03,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5309011,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10119023,0,7,1,9,1,반지,치명적인 지혜의 반지 I,Item_Name_10119023,0,1,1000,20900,5,15,1,100,1,ring_0001,item_bg_grade_01,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5109012,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10129022,0,7,1,9,1,반지,치명적인 지혜의 반지 II,Item_Name_10129022,0,2,1000,20900,5,15,1,100,1,ring_0002,item_bg_grade_02,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5209012,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10139022,0,7,1,9,1,반지,치명적인 지혜의 반지 III,Item_Name_10139022,0,3,1000,20900,5,15,1,100,1,ring_0003,item_bg_grade_03,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5309012,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10119024,0,8,1,9,1,반지,치명적인 기민성의 반지 I,Item_Name_10119024,0,1,1000,20900,5,15,1,100,1,ring_0001,item_bg_grade_01,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5109013,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10129023,0,8,1,9,1,반지,치명적인 기민성의 반지 II,Item_Name_10129023,0,2,1000,20900,5,15,1,100,1,ring_0002,item_bg_grade_02,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5209013,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10139023,0,8,1,9,1,반지,치명적인 기민성의 반지 III,Item_Name_10139023,0,3,1000,20900,5,15,1,100,1,ring_0003,item_bg_grade_03,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5309013,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10119025,0,9,1,9,1,반지,치명적인 체질의 반지 I,Item_Name_10119025,0,1,1000,20900,5,15,1,100,1,ring_0001,item_bg_grade_01,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5109014,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10129024,0,9,1,9,1,반지,치명적인 체질의 반지 II,Item_Name_10129024,0,2,1000,20900,5,15,1,100,1,ring_0002,item_bg_grade_02,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5209014,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10139024,0,9,1,9,1,반지,치명적인 체질의 반지 III,Item_Name_10139024,0,3,1000,20900,5,15,1,100,1,ring_0003,item_bg_grade_03,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5309014,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,10119026,0,10,1,9,1,반지,치명적인 통솔력의 반지 I,Item_Name_10119026,0,1,1000,20900,5,15,1,100,1,ring_0001,item_bg_grade_01,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5109015,0,80103101,6005,4001,0,0,1,1,1,1,,,,,
,10129025,0,10,1,9,1,반지,치명적인 통솔력의 반지 II,Item_Name_10129025,0,2,1000,20900,5,15,1,100,1,ring_0002,item_bg_grade_02,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5209015,0,80103201,6000,4002,0,0,1,1,1,1,,,,,
,10139025,0,10,1,9,1,반지,치명적인 통솔력의 반지 III,Item_Name_10139025,0,3,1000,20900,5,15,1,100,1,ring_0003,item_bg_grade_03,drop_accessory_ring,drop_item_accessory,0,0,0,0,0,0,0,10,5309015,1,80103301,6001,4003,0,0,1,1,1,1,,,,,
,11110010,1,4,1,0,1,주무기,상점용 제노 액스 ,Item_Name_11110010,10101001,1,14000,0,1,15,1,100,1,main_weapon_0001,item_bg_grade_01,drop_weapon_b,drop_item_weapon,0,0,0,0,0,0,0,10,1100010,0,80100101,0,0,0,0,1,0,1,0,11110002,,,,
,12110010,2,4,1,0,1,주무기,상점용 마린 라이플 ,Item_Name_12110010,10102001,1,14000,0,2,15,1,100,1,main_weapon_0001,item_bg_grade_01,drop_weapon_h,drop_item_weapon,0,0,0,0,0,0,0,10,2100010,0,80100101,0,0,0,0,1,0,1,0,12110002,,,,
,13110010,3,4,1,0,1,주무기,상점용 윈드스톰 스태프 ,Item_Name_13110010,10103001,1,14000,0,3,15,1,100,1,main_weapon_0001,item_bg_grade_01,drop_weapon_k,drop_item_weapon,0,0,0,0,0,0,0,10,3100010,0,80100101,0,0,0,0,1,0,1,0,13110002,,,,
,14110010,4,4,1,0,1,주무기,상점용 자비 링 ,Item_Name_14110010,10104001,1,14000,0,4,15,1,100,1,main_weapon_0001,item_bg_grade_01,drop_weapon_a,drop_item_weapon,0,0,0,0,0,0,0,10,4100010,0,80100101,0,0,0,0,1,0,1,0,14110002,,,,
,11111010,1,4,1,1,1,보조무기,상점용 제노 소드 ,Item_Name_11111010,10101001,1,14000,0,1,15,1,100,1,sub_weapon_0001,item_bg_grade_01,drop_sub_weapon_b,drop_item_sub_weapon,0,0,0,0,0,0,0,10,1101010,0,80100101,0,0,0,0,1,0,1,0,11111002,,,,
,12111010,2,4,1,1,1,보조무기,상점용 마린 핸드건 ,Item_Name_12111010,10102001,1,14000,0,2,15,1,100,1,sub_weapon_0001,item_bg_grade_01,drop_sub_weapon_h,drop_item_sub_weapon,0,0,0,0,0,0,0,10,2101010,0,80100101,0,0,0,0,1,0,1,0,12111002,,,,
,13111010,3,4,1,1,1,보조무기,상점용 윈드스톰 완드 ,Item_Name_13111010,10103001,1,14000,0,3,15,1,100,1,sub_weapon_0001,item_bg_grade_01,drop_sub_weapon_k,drop_item_sub_weapon,0,0,0,0,0,0,0,10,3101010,0,80100101,0,0,0,0,1,0,1,0,13111002,,,,
,14111010,4,4,1,1,1,보조무기,상점용 자비 플루트 ,Item_Name_14111010,10104001,1,14000,0,4,15,1,100,1,sub_weapon_0001,item_bg_grade_01,drop_sub_weapon_a,drop_item_sub_weapon,0,0,0,0,0,0,0,10,4101010,0,80100101,0,0,0,0,1,0,1,0,14111002,,,,
,11112010,1,4,1,2,1,머리,상점용 제노 헬멧 ,Item_Name_11112010,10101001,1,6000,0,1,15,1,100,1,head_0001,item_bg_grade_01,drop_armor_head,drop_item_armor,0,0,0,0,0,0,0,10,1102010,0,80101101,0,0,0,0,1,0,1,0,11112002,,,,
,12112010,2,4,1,2,1,머리,상점용 마린 바이저 ,Item_Name_12112010,10102001,1,6000,0,2,15,1,100,1,head_0001,item_bg_grade_01,drop_armor_head,drop_item_armor,0,0,0,0,0,0,0,10,2102010,0,80101101,0,0,0,0,1,0,1,0,12112002,,,,
,13112010,3,4,1,2,1,머리,상점용 윈드스톰 후드 ,Item_Name_13112010,10103001,1,6000,0,3,15,1,100,1,head_0001,item_bg_grade_01,drop_armor_head,drop_item_armor,0,0,0,0,0,0,0,10,3102010,0,80101101,0,0,0,0,1,0,1,0,13112002,,,,
,14112010,4,4,1,2,1,머리,상점용 자비 캡 ,Item_Name_14112010,10104001,1,6000,0,4,15,1,100,1,head_0001,item_bg_grade_01,drop_armor_head,drop_item_armor,0,0,0,0,0,0,0,10,4102010,0,80101101,0,0,0,0,1,0,1,0,14112002,,,,
,11113010,1,4,1,3,1,상의,상점용 제노 아머 ,Item_Name_11113010,10101001,1,10000,0,1,15,1,100,1,upper_0001,item_bg_grade_01,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,10,1103010,0,80101101,0,0,0,0,1,0,1,0,11113002,,,,
,12113010,2,4,1,3,1,상의,상점용 마린 슈트 ,Item_Name_12113010,10102001,1,10000,0,2,15,1,100,1,upper_0001,item_bg_grade_01,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,10,2103010,0,80101101,0,0,0,0,1,0,1,0,12113002,,,,
,13113010,3,4,1,3,1,상의,상점용 윈드스톰 로브 ,Item_Name_13113010,10103001,1,10000,0,3,15,1,100,1,upper_0001,item_bg_grade_01,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,10,3103010,0,80101101,0,0,0,0,1,0,1,0,13113002,,,,
,14113010,4,4,1,3,1,상의,상점용 자비 튜닉 ,Item_Name_14113010,10104001,1,10000,0,4,15,1,100,1,upper_0001,item_bg_grade_01,drop_armor_upper,drop_item_armor,0,0,0,0,0,0,0,10,4103010,0,80101101,0,0,0,0,1,0,1,0,14113002,,,,
,11114010,1,4,1,4,1,보조방어구,상점용 제노 쉴드 ,Item_Name_11114010,10101001,1,6000,0,1,15,1,100,1,sub_armor_0001,item_bg_grade_01,drop_sub_armor_b,drop_item_sub_armor,0,0,0,0,0,0,0,10,1104010,0,80101101,0,0,0,0,1,0,1,0,11114002,,,,
,12114010,2,4,1,4,1,보조방어구,상점용 마린 디펜더 ,Item_Name_12114010,10102001,1,6000,0,2,15,1,100,1,sub_armor_0001,item_bg_grade_01,drop_sub_armor_h,drop_item_sub_armor,0,0,0,0,0,0,0,10,2104010,0,80101101,0,0,0,0,1,0,1,0,12114002,,,,
,13114010,3,4,1,4,1,보조방어구,상점용 윈드스톰 클록 ,Item_Name_13114010,10103001,1,6000,0,3,15,1,100,1,sub_armor_0001,item_bg_grade_01,drop_sub_armor_k,drop_item_sub_armor,0,0,0,0,0,0,0,10,3104010,0,80101101,0,0,0,0,1,0,1,0,13114002,,,,
,14114010,4,4,1,4,1,보조방어구,상점용 자비 윙 ,Item_Name_14114010,10104001,1,6000,0,4,15,1,100,1,sub_armor_0001,item_bg_grade_01,drop_sub_armor_a,drop_item_sub_armor,0,0,0,0,0,0,0,10,4104010,0,80101101,0,0,0,0,1,0,1,0,14114002,,,,
,11115010,1,4,1,5,1,하의,상점용 제노 언더아머 ,Item_Name_11115010,10101001,1,10000,0,1,15,1,100,1,lower_0001,item_bg_grade_01,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,10,1105010,0,80101101,0,0,0,0,1,0,1,0,11115002,,,,
,12115010,2,4,1,5,1,하의,상점용 마린 언더슈트 ,Item_Name_12115010,10102001,1,10000,0,2,15,1,100,1,lower_0001,item_bg_grade_01,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,10,2105010,0,80101101,0,0,0,0,1,0,1,0,12115002,,,,
,13115010,3,4,1,5,1,하의,상점용 윈드스톰 팬츠 ,Item_Name_13115010,10103001,1,10000,0,3,15,1,100,1,lower_0001,item_bg_grade_01,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,10,3105010,0,80101101,0,0,0,0,1,0,1,0,13115002,,,,
,14115010,4,4,1,5,1,하의,상점용 자비 팬츠 ,Item_Name_14115010,10104001,1,10000,0,4,15,1,100,1,lower_0001,item_bg_grade_01,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,10,4105010,0,80101101,0,0,0,0,1,0,1,0,14115002,,,,
,11116010,1,4,1,6,1,신발,상점용 제노 부츠 ,Item_Name_11116010,10101001,1,4000,0,1,15,1,100,1,boots_0001,item_bg_grade_01,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,10,1106010,0,80101101,0,0,0,0,1,0,1,0,11116002,,,,
,12116010,2,4,1,6,1,신발,상점용 마린 부츠 ,Item_Name_12116010,10102001,1,4000,0,2,15,1,100,1,boots_0001,item_bg_grade_01,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,10,2106010,0,80101101,0,0,0,0,1,0,1,0,12116002,,,,
,13116010,3,4,1,6,1,신발,상점용 윈드스톰 부츠 ,Item_Name_13116010,10103001,1,4000,0,3,15,1,100,1,boots_0001,item_bg_grade_01,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,10,3106010,0,80101101,0,0,0,0,1,0,1,0,13116002,,,,
,14116010,4,4,1,6,1,신발,상점용 자비 부츠 ,Item_Name_14116010,10104001,1,4000,0,4,15,1,100,1,boots_0001,item_bg_grade_01,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,10,4106010,0,80101101,0,0,0,0,1,0,1,0,14116002,,,,
,11117010,1,4,1,7,1,장갑,상점용 제노 글러브 ,Item_Name_11117010,10101001,1,4000,0,1,15,1,100,1,glove_0001,item_bg_grade_01,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,10,1107010,0,80101101,0,0,0,0,1,0,1,0,11117002,,,,
,12117010,2,4,1,7,1,장갑,상점용 마린 글러브 ,Item_Name_12117010,10102001,1,4000,0,2,15,1,100,1,glove_0001,item_bg_grade_01,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,10,2107010,0,80101101,0,0,0,0,1,0,1,0,12117002,,,,
,13117010,3,4,1,7,1,장갑,상점용 윈드스톰 글러브 ,Item_Name_13117010,10103001,1,4000,0,3,15,1,100,1,glove_0001,item_bg_grade_01,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,10,3107010,0,80101101,0,0,0,0,1,0,1,0,13117002,,,,
,14117010,4,4,1,7,1,장갑,상점용 자비 글러브 ,Item_Name_14117010,10104001,1,4000,0,4,15,1,100,1,glove_0001,item_bg_grade_01,drop_armor_glove,drop_item_armor,0,0,0,0,0,0,0,10,4107010,0,80101101,0,0,0,0,1,0,1,0,14117002,,,,
,101410001,0,1,1,10,1,팔찌,찬란한 태양 팔찌,Item_Name_101410001,0,99,1000,0,0,15,1,0,1,bracelet_0001,item_bg_grade_03,drop_accessory_earring,drop_item_accessory,0,0,0,0,0,0,0,10,5910010,0,0,0,0,0,0,0,0,0,0,,,,,
,101410002,0,2,1,10,1,팔찌,신전 수비대의 팔찌,Item_Name_101410002,0,99,1000,0,0,15,1,0,1,bracelet_0002,item_bg_grade_03,drop_accessory_earring,drop_item_accessory,0,0,0,0,0,0,0,10,5910010,0,0,0,0,0,0,0,0,0,0,,,,,
,101410003,0,3,1,10,1,팔찌,신전 마도사의 팔찌,Item_Name_101410003,0,99,1000,0,0,15,1,0,1,bracelet_0003,item_bg_grade_03,drop_accessory_earring,drop_item_accessory,0,0,0,0,0,0,0,10,5910010,0,0,0,0,0,0,0,0,0,0,,,,,
,101410004,0,4,1,10,1,팔찌,신전 소환사의 팔찌,Item_Name_101410004,0,99,1000,0,0,15,1,0,1,bracelet_0004,item_bg_grade_03,drop_accessory_earring,drop_item_accessory,0,0,0,0,0,0,0,10,5910010,0,0,0,0,0,0,0,0,0,0,,,,,
,101411001,0,1,1,11,1,귀걸이,신전 전사장의 귀걸이,Item_Name_101411001,0,99,1000,0,0,15,1,0,1,earring_0001,item_bg_grade_03,drop_accessory_earring,drop_item_accessory,0,0,0,0,0,0,0,10,5911010,0,0,0,0,0,0,0,0,0,0,,,,,
,101411002,0,2,1,11,1,귀걸이,신전 수비대의 귀걸이,Item_Name_101411002,0,99,1000,0,0,15,1,0,1,earring_0003,item_bg_grade_03,drop_accessory_earring,drop_item_accessory,0,0,0,0,0,0,0,10,5911010,0,0,0,0,0,0,0,0,0,0,,,,,
,101411003,0,3,1,11,1,귀걸이,신전 마도사의 귀걸이,Item_Name_101411003,0,99,1000,0,0,15,1,0,1,earring_0002,item_bg_grade_03,drop_accessory_earring,drop_item_accessory,0,0,0,0,0,0,0,10,5911010,0,0,0,0,0,0,0,0,0,0,,,,,
,101411004,0,4,1,11,1,귀걸이,싸늘한 달빛 귀걸이,Item_Name_101411004,0,99,1000,0,0,15,1,0,1,earring_0004,item_bg_grade_03,drop_accessory_earring,drop_item_accessory,0,0,0,0,0,0,0,10,5911010,0,0,0,0,0,0,0,0,0,0,,,,,
,99999999,0,11,1,9,1,귀걸이,체질의 반지,Item_Name_99999999,0,1,1000,0,0,0,0,0,1,ring_0001,item_bg_grade_01,drop_accessory_earring,drop_item_accessory,0,0,0,0,0,0,0,0,6109010,0,0,0,0,0,0,1,0,1,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
