,,#,#,#,#,#,,,,,,#,#,#,#, ,,,,,,,,,,,,,,,,,,,,,,#,#,#,#,#,,,#,#,,#,#,#,#,#
,27615032,032,Item_Name_27615032,커트리자드의 무기 파편 (귀속),Item_Desc_27615032,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_shylone_quest_033,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615032,커트리자드의 무기 파편,Item_Desc_27615032,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615033,033,Item_Name_27615033,흥분한 스티라코노이드의 뿔 (귀속),Item_Desc_27615033,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_decardi_quest_014,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615033,흥분한 스티라코노이드의 뿔,Item_Desc_27615033,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615034,034,Item_Name_27615034,해안가 액스리자드의 도끼날 (귀속),Item_Desc_27615034,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_material_quest_005,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615034,해안가 액스리자드의 도끼날,Item_Desc_27615034,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615035,035,Item_Name_27615035,집결지 렉스로이드의 혀 (귀속),Item_Desc_27615035,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_material_quest_019,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615035,집결지 렉스로이드의 혀,Item_Desc_27615035,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615036,036,Item_Name_27615036,개활지 미노트의 뿔 장식 (귀속),Item_Desc_27615036,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_decardi_quest_017,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615036,개활지 미노트의 뿔 장식,Item_Desc_27615036,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615037,037,Item_Name_27615037,집결지 커트리자드의 꼬리 (귀속),Item_Desc_27615037,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_decardi_quest_005,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615037,점령대 커트리자드의 꼬리,Item_Desc_27615037,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615038,038,Item_Name_27615038,습지의 토레스의 어깨 보호구 (귀속),Item_Desc_27615038,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_material_quest_017,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615038,습지의 토레스의 어깨 보호구,Item_Desc_27615038,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615039,039,Item_Name_27615039,습지의 타우론의 몽둥이 (귀속),Item_Desc_27615039,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_decardi_quest_016,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615039,습지의 타우론의 몽둥이,Item_Desc_27615039,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615040,040,Item_Name_27615040,돌격대 다크소울의 완드 (귀속),Item_Desc_27615040,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,equip_weapon_sub_k_0003,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615040,돌격대 다크소울의 완드,Item_Desc_27615040,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615041,041,Item_Name_27615041,아이스콜렉터의 어깨 갑옷 (귀속),Item_Desc_27615041,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_material_quest_004,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615041,아이스콜렉터의 어깨 갑옷,Item_Desc_27615041,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615042,042,Item_Name_27615042,아이스크래커의 갈기 (귀속),Item_Desc_27615042,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_material_quest_025,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615042,아이스크래커의 갈기,Item_Desc_27615042,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615043,043,Item_Name_27615043,가르폰 첨병의 머리 보호구 (귀속),Item_Desc_27615043,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_material_quest_008,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615043,가르폰 첨병의 머리 보호구,Item_Desc_27615043,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615044,044,Item_Name_27615044,추락지 프로즌헤드의 무기 파편 (귀속),Item_Desc_27615044,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_field_greatwhitehorn_quest_030,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615044,추락지 프로즌헤드의 무기 파편,Item_Desc_27615044,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615045,045,Item_Name_27615045,빙하의 매드사이보그의 코어 (귀속),Item_Desc_27615045,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_decardi_quest_030,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615045,빙하의 매드사이보그의 코어,Item_Desc_27615045,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615046,046,Item_Name_27615046,예티의 하얀털 (귀속),Item_Desc_27615046,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_material_quest_024,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615046,예티의 하얀털,Item_Desc_27615046,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615047,047,Item_Name_27615047,수색대 가르폰 근위병의 쉴드 (귀속),Item_Desc_27615047,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,equip_subarmor_b_0004,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615047,수색대 가르폰 근위병의 쉴드,Item_Desc_27615047,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615048,048,Item_Name_27615048,빙하의 프로즌예티 털 (귀속),Item_Desc_27615048,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_material_quest_025,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615048,빙하의 프로즌예티 털,Item_Desc_27615048,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615049,049,Item_Name_27615049,첨병대 데빌자이언트의 뿔 (귀속),Item_Desc_27615049,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_material_quest_010,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615049,첨병대 데빌자이언트의 뿔,Item_Desc_27615049,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615050,050,Item_Name_27615050,추락지 클레이 소울의 손톱 (귀속),Item_Desc_27615050,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_decardi_quest_027,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615050,추락지 클레이 소울의 손톱,Item_Desc_27615050,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615051,051,Item_Name_27615051,구덩이 가르폰 병사의 무기 파편 (귀속),Item_Desc_27615051,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_greatwhitehorn_quest_031,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615051,구덩이 가르폰 병사의 무기 파편,Item_Desc_27615051,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615052,052,Item_Name_27615052,고지대 아이스리스크의 어깨 장식 (귀속),Item_Desc_27615052,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_material_quest_017,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615052,고지대 아이스리스크의 어깨 장식,Item_Desc_27615052,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615053,053,Item_Name_27615053,싸늘한 칼 드라키온의 장갑 조각 (귀속),Item_Desc_27615053,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_material_quest_008,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615053,싸늘한 칼 드라키온의 장갑 조각,Item_Desc_27615053,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615054,054,Item_Name_27615054,헤일위저드의 쉴드 파편 (귀속),Item_Desc_27615054,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_material_quest_016,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615054,헤일위저드의 쉴드 파편,Item_Desc_27615054,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27615055,055,Item_Name_27615055,수비대장 배틀자이언트의 무기 파편 (귀속),Item_Desc_27615055,퀘스트 아이템,3,76,0,1,1,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_decardi_quest_035,drop_item_receiver,drop_item_aid,15,10000,Item_Name_27615055,수비대장 배틀자이언트의 무기 파편,Item_Desc_27615055,누군가 필요로 할 것 같은 아이템.,0,0,1,,,,퀘스트 아이템,불가,불가,불가,가능
,27635001,001,Item_Name_27635001,스피릿 파인더 (귀속),Item_Desc_27635001,스피릿 능력치를 부여할 수 있는 아이템.,3,63,0,1,0,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_material_spirit_coin_01,drop_item_receiver,drop_item_aid,15,1007,Item_Name_27635001,스피릿 파인더,Item_Desc_27635001,스피릿 능력치를 부여할 수 있는 아이템.,1,1,1,,,,스피릿 아이템,불가,불가,가능,가능
,27815002,002,Item_Name_27815002,패스 재료,Item_Desc_27815002,음슴,3,78,0,3,0,O,O,O,O,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,item_material_pass_001,drop_item_receiver,drop_item_aid,15,1007,Item_Name_27815002,VIP 토큰,Item_Desc_27815002,장비도감에 등록하면 효과를 받을 수 있다.,0,0,0,,,,재료 - 판매 및 거래 불가,불가,불가,불가,불가
,27900001,001,Item_Name_27900001,아카식 레코드,Item_Desc_27900001,연성을 위한 재료 등록 시 필요한 아이템.,3,79,0,3,0,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,1,0,0,0,0,0,item_material_records,drop_item_receiver,drop_item_material,15,10000,Item_Name_27900001,아카식 레코드,Item_Desc_27900001,연성을 위한 재료 등록 시 필요한 아이템.,0,1,0,,,,연성 재료 등록 아이템,불가,가능,가능,불가
,28000001,001,Item_Name_28000001,라그라미아 연구소 아이템,Item_Desc_28000001,음슴,3,80,0,5,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,0,0,0,30200,11,0,item_material_lab_002,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000001,라그라미아 DNA 캡슐,Item_Desc_28000001,라그라미아 연구에 사용되는 캡슐,0,0,1,,,,연구소 사용 아이템,가능,불가,불가,가능
,28000002,002,Item_Name_28000002,데카르디 연구소 아이템,Item_Desc_28000002,음슴,3,80,0,5,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,0,0,0,30200,11,0,item_material_lab_003,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000002,데카르디 DNA 캡슐,Item_Desc_28000002,데카르디 연구에 사용되는 캡슐,0,0,1,,,,연구소 사용 아이템,가능,불가,불가,가능
,28000003,003,Item_Name_28000003,샤일론 연구소 아이템,Item_Desc_28000003,음슴,3,80,0,5,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,0,0,0,30200,11,0,item_material_lab_004,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000003,샤일론 DNA 캡슐,Item_Desc_28000003,샤일론 연구에 사용되는 캡슐,0,0,1,,,,연구소 사용 아이템,가능,불가,불가,가능
,28000004,004,Item_Name_28000004,그레이트 화이트 혼 연구소 아이템,Item_Desc_28000004,음슴,3,80,0,5,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,0,0,0,30200,11,0,item_material_lab_005,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000004,그레이트 화이트 혼 DNA 캡슐,Item_Desc_28000004,그레이트 화이트 혼 연구에 사용되는 캡슐,0,0,1,,,,연구소 사용 아이템,가능,불가,불가,가능
#,28000005,005,Item_Name_28000005,드미트론 연구소 아이템,Item_Desc_28000005,음슴,3,80,0,5,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,0,0,0,30200,11,0,item_material_lab_006,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000005,드미트론 DNA 캡슐,Item_Desc_28000005,드미트론 연구에 사용되는 캡슐,0,0,1,,,,연구소 사용 아이템,가능,불가,불가,가능
,28000006,006,Item_Name_28000006,데카렌 연구소 아이템,Item_Desc_28000006,음슴,3,80,0,5,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,0,0,0,30200,11,0,item_material_lab_007,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000006,데카렌 DNA 캡슐,Item_Desc_28000006,데카렌 연구에 사용되는 캡슐,0,0,1,,,,연구소 사용 아이템,가능,불가,불가,가능
,28000007,007,Item_Name_28000007,시루스트 연구소 아이템,Item_Desc_28000007,음슴,3,80,0,5,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,0,0,0,30200,11,0,item_material_lab_008,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000007,시루스트 DNA 캡슐,Item_Desc_28000007,시루스트 연구에 사용되는 캡슐,0,0,1,,,,연구소 사용 아이템,가능,불가,불가,가능
#,28000008,008,Item_Name_28000008,제누스 레버너티 연구소 아이템,Item_Desc_28000008,음슴,3,80,0,5,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,0,0,0,30200,11,0,item_material_lab_009,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000008,제누스 레버너티 DNA 캡슐,Item_Desc_28000008,제누스 레버너티 연구에 사용되는 캡슐,0,0,1,,,,연구소 사용 아이템,가능,불가,불가,가능
#,28000009,009,Item_Name_28000009,신존 연구소 아이템,Item_Desc_28000009,음슴,3,80,0,5,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,0,0,0,30200,11,0,item_material_lab_009,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000009,신존 DNA 캡슐,Item_Desc_28000009,신존 연구에 사용되는 캡슐,0,0,1,,,,연구소 사용 아이템,가능,불가,불가,가능
,28000100,100,Item_Name_28000100,캐시 연구소 아이템,Item_Desc_28000100,음슴,3,80,0,99,0,O,O,O,O,0,0,0,0,0,0,1,100,1000,0,0,0,0,0,0,0,0,item_material_lab_001,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000100,만능 DNA 캡슐,Item_Desc_28000100,모든 캡슐을 대신하여 사용할 수 있는 캡슐,0,0,0,,,,연구소 사용 아이템,불가,불가,불가,불가
,28000201,201,Item_Name_28000201,라그라미아 핵심 연구 승인 키,Item_Desc_28000201,음슴,3,80,0,6,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,0,0,0,item_material_lab_card_001,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000201,라그라미아 심화 연구 승인 키,Item_Desc_28000201,라그라미아 심화 연구 승인에 필요한 키,0,0,0,,,,연구소 사용 아이템,가능,가능,불가,불가
,28000202,202,Item_Name_28000202,데카르디 핵심 연구 승인 키,Item_Desc_28000202,음슴,3,80,0,6,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,0,0,0,item_material_lab_card_002,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000202,데카르디 심화 연구 승인 키,Item_Desc_28000202,데카르디 심화 연구 승인에 필요한 키,0,0,0,,,,연구소 사용 아이템,가능,가능,불가,불가
,28000203,203,Item_Name_28000203,샤일론 핵심 연구 승인 키,Item_Desc_28000203,음슴,3,80,0,6,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,0,0,0,item_material_lab_card_003,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000203,샤일론 심화 연구 승인 키,Item_Desc_28000203,샤일론 심화 연구 승인에 필요한 키,0,0,0,,,,연구소 사용 아이템,가능,가능,불가,불가
,28000204,204,Item_Name_28000204,그레이트 화이트 혼 핵심 연구 승인 키,Item_Desc_28000204,음슴,3,80,0,6,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,0,0,0,item_material_lab_card_004,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000204,그레이트 화이트 혼 심화 연구 승인 키,Item_Desc_28000204,그레이트 화이트 혼 심화 연구 승인에 필요한 키,0,0,0,,,,연구소 사용 아이템,가능,가능,불가,불가
#,28000205,205,Item_Name_28000205,드미트론 핵심 연구 승인 키,Item_Desc_28000205,음슴,3,80,0,6,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,0,0,0,item_material_lab_card_005,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000205,드미트론 심화 연구 승인 키,Item_Desc_28000205,드미트론 심화 연구 승인에 필요한 키,0,0,0,,,,연구소 사용 아이템,가능,가능,불가,불가
,28000206,206,Item_Name_28000206,데카렌 던전 핵심 연구 승인 키,Item_Desc_28000206,음슴,3,80,0,6,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,0,0,0,item_material_lab_card_006,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000206,데카렌 심화 연구 승인 키,Item_Desc_28000206,데카렌 심화 연구 승인에 필요한 키,0,0,0,,,,연구소 사용 아이템,가능,가능,불가,불가
,28000207,207,Item_Name_28000207,시루스트 던전 핵심 연구 승인 키,Item_Desc_28000207,음슴,3,80,0,6,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,0,0,0,item_material_lab_card_007,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000207,시루스트 심화 연구 승인 키,Item_Desc_28000207,시루스트 심화 연구 승인에 필요한 키,0,0,0,,,,연구소 사용 아이템,가능,가능,불가,불가
#,28000208,208,Item_Name_28000208,제누스 레버너티 핵심 연구 승인 키,Item_Desc_28000208,음슴,3,80,0,6,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,0,0,0,item_material_lab_card_008,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000208,제누스 레버너티 심화 연구 승인 키,Item_Desc_28000208,제누스 레버너티 심화 연구 승인에 필요한 키,0,0,0,,,,연구소 사용 아이템,가능,가능,불가,불가
#,28000209,209,Item_Name_28000209,신존 핵심 연구 승인 키,Item_Desc_28000209,음슴,3,80,0,6,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,1,10,1,0,0,0,0,0,item_material_lab_card_009,drop_item_receiver,drop_item_material,15,1305,Item_Name_28000209,신존 심화 연구 승인 키,Item_Desc_28000209,신존 심화 연구 승인에 필요한 키,0,0,0,,,,연구소 사용 아이템,가능,가능,불가,불가
,28005100,100,Item_Name_28005100,연구소 2번 재료,Item_Desc_28005100,음슴,3,80,0,1,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,0,0,0,0,0,0,item_material_lab_100,drop_item_receiver,drop_item_material,15,1305,Item_Name_28005100,스타 더스트,Item_Desc_28005100,모든 연구 시 필요 재료,0,0,0,,,,연구소 사용 아이템,불가,불가,불가,불가
,28110001,001,Item_Name_28110001,칭호 메달,Item_Desc_28110001,음슴,3,81,0,1,0,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,0,0,0,0,0,0,item_collect_medal_001,drop_item_receiver,drop_item_material,15,1503,Item_Name_28110001,칭호 메달,Item_Desc_28110001,도감에 등록해 추가 능력치를 획득할 수 있습니다.,0,0,0,,,,도감 등록 아이템,불가,불가,불가,불가
